Title,Date,Content
[오늘의 보안 영어] head off,2024-05-17 13:47,"“Israel is making a concerted effort to head off feared plans by the International Criminal Court to issue arrest warrants against Prime Minister Benjamin Netanyahu and other top Israeli officials, an Israeli government source told The Times of Israel on Sunday.”-Times of Israel-[이미지 = gettyimagesbank]- head는 ‘머리’이고 off는 ‘떨어진’입니다. 합하면 무시무시한 말이 되네요. 머리를 뗀다니, 오늘 배울 건 협박일까요?- 어떤 상황에서는 head off가 참수형과 비슷한 의미로 사용될 수 있겠습니다만, 일반적으로는 ‘결정을 되돌리다’, ‘결정난 것이 시행되지 않도록 중간에서 수를 쓰다’ 정도의 뜻을 갖습니다.- 위의 발췌문은 최근 국제형법재판소(ICC)가 이스라엘의 총리 네타냐후를 대상으로 한 체포 영장을 발부할 가능성이 높은 것 때문에 나온 소식 중 일부에서 따온 것입니다. 이스라엘이 이 ICC의 계획을 head off하기 위해 다각도적인 노력을 기울이고 있다고 합니다. 취소시키거나 되돌리거나 집행되지 않도록 한다는 것이지요.- 차단한다 / 막다 / 방해하다 / 취소시키다 / 방향을 전환시키다...라는 의미로 상황에 따라 사용됩니다. - 추가로 예문을 보겠습니다. * I tried to head the dog off by running towards it.   (나는 그 개가 다른 방향으로 가도록 유도하려고 오히려 그 개를 향해 뛰었다.) * The company is putting up wages to head off a strike.   (회사는 파업을 막기 위해 급여를 올리는 방법을 선택했다.)- 그런데 head off는 ‘머리가 떨어질 정도로 큰 소리로’라는 뜻도 가지고 있습니다. 이건 조금은 비속어 혹은 격식을 갖추지 않은 표현이긴 합니다.- 내친김에 이것도 예문을 보겠습니다. * She had to shout her head off to get her friends attention at the concert.   (그녀는 콘서트장에서 친구들에게 말하기 위해 목청껏 소리를 질러야 했다.) * You can yell your head off at him, but he still won't listen.   (그 사람한테 소리를 아무리 크게 질러봐야 듣지 않을 것이다.) * They will be laughing their heads off when they see my costume.   (그 사람들은 내 복장을 보면 아주 떠나가라 웃을 것이다.)※ 이 코너는 보안뉴스에서 발간하는 프리미엄 리포트의 [데일리 보안뉴스+] 콘텐츠를 통해 2주 빨리 만나실 수 있습니다.[국제부 문가용 기자(globoan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
"최신 공격자들, 캣피싱 기술로 사용자들의 악성 클릭 확률 높여",2024-05-17 13:46,"요약 : 보안 외신 핵리드에 의하면 HP가 “공격자들 사이에서 캣피싱(Cat-Phishing)이라는 테크닉이 점점 인기를 얻고 있다”는 경고가 나왔다고 한다. 이 테크닉을 통해 멀웨어가 퍼져가고 있다며 주의가 필요하다고 HP는 설명했다. 캣피싱은 정상적인 링크들을 조작해 클릭하는 사람이 악성 사이트로 우회 접속되도록 유도하는 것을 말한다. 처음부터 악성 링크를 만들어 클릭하도록 유도하는 게 아니라, 누구나 안심하고 클릭할 만한 정상 링크를 조작하는 것이다. 이 때문에 일반적인 방법으로는 링크의 악성 여부를 판별할 수 없고, 따라서 공격의 성공률이 높아진다. 정상적인 링크를 악성으로 뒤바꾸는 방법에는 여러 가지가 있는 것으로 알려져 있다.[이미지 = gettyimagesbank]배경 : 악성 링크이지만 정상적인 링크처럼 보이게 만들어지면 맨눈으로 식별이 어렵다. 하지만 기계의 시선에서 악성 링크는 악성 링크일 뿐이다. 때문에 캣피싱 공격이 본격적으로 유행하면, 인공지능 등 기계가 직접 링크를 분석해 악성 여부를 파악하도록 하는 방법이 동원되어야 할 것이라고 전문가들은 말한다. 더 이상 사람의 눈에 의존해서 악성 여부를 판별하는 건 큰 도움이 되지 않는다.말말말 : “사이버 범죄자들은 점점 속임수의 대가가 되어가고 있습니다. 해킹 기술력으로 승부를 보는 데서 그치지 않고, 심리적으로 파고드는 데에도 능숙해지고 있습니다.” -핵리드-[국제부 문가용 기자(globoan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
GE사의 의료 장비에서 11개의 심각한 취약점 발견돼,2024-05-17 13:44,"요약 : 보안 외신 해커뉴스에 의하면 GE사의 헬스케어비비드얼트라사운드(Healthcare Vivid Ultrasound) 제품군에서 11개의 취약점이 발견됐다고 한다. 공격자들은 이 취약점들을 통해 장비에 저장된 환자들의 데이터를 조작하거나 랜섬웨어 공격을 실시하는 게 가능하다. 11개 중 가장 심각한 취약점은 CVE-2024-27107로, CVSS 기준 9.6점을 받았다. 그 외에 CVE-2024-1628라는 명령 주입 취약점, CVE-2024-27110과 CVE-2020-6977이라는 권한 상승 취약점, CVE-2024-1630과 CVE-2024-1629라는 경로 조작 취약점, CVE-2020-6977이라는 보호 장치 우회 취약점 등이 발견됐다.[이미지 = gettyimagesbank]배경 : 의료 현장에서 사용되는 사물인터넷 장비의 숫자는 계속해서 증가하고 있다. 하지만 제조사들은 기능성에 초점을 맞춰 제품을 개발하고 생산한다. 따라서 취약점들이 다수 발견되는 사례가 흔하다. 제조사들에서부터의 보안 강화 조치가 필요하다.말말말 : “제조사들은 격한 경쟁에 돌입해 있습니다. 누구보다 빠르고 신속하게 신기술과 새 아이템을 출시하고 싶어하죠. 그러다 보니 보안 조치가 간과되기 일쑤입니다.” -해커뉴스-[국제부 문가용 기자(globoan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
미국에서 북한 정권 먹여살리려 신원 도용했던 일당 체포돼,2024-05-17 13:42,"요약 : IT 외신 아스테크니카에 의하면 미국 애리조나 주에 거주하는 한 여성이 북한 해커들의 구직을 알선한 혐의로 체포됐다고 한다. 300개가 넘는 회사들이 이 여성을 통해 북한 IT 인력을 고용했고, 이들이 받은 월급은 결국 북한의 미사일 개발에 투자되었다는 게 아스테크니카의 설명이다. 이 금액은 680만 달러에 달한다. 이 여성과 함께 한 우크라이나 남성도 이 작전에 연루되어 있어 같이 체포됐다. 둘은 북한 인력인줄 알고도 미국 기업들과 연결시켜주었다고 하며, 네 명의 공모자가 더 있는 것으로 경찰은 파악하고 있다. 이들은 가짜 신원을 북한 IT 인력들에게 제공해 미국 기업들이 아무 것도 모르고 이들을 고용할 수 있도록 했다.[이미지 = gettyimagesbank]배경 : 경제 제재를 받는 북한이 이를 우회하기 위해 IT 인력들을 파견하여 외국 회사에 근무시키고 있다는 의혹은 예전부터 있어 왔었다. 이 의혹이 사실로 확인된 사례도 수차례 존재한다. 북한 IT 인력들은 원격 근무 형태나 파견 형태로 세계 여러 회사들에 고용되었고, 여기서 받은 봉급으로 북한 정권의 무기 개발에 이바지 했다.말말말 : “미국 기업 300곳 이상이 아무 것도 모르고 북한에 돈을 대준 것이 되었습니다. 또한 60명이 넘는 미국 시민들이 신원 도용 피해를 입었습니다. 그러면서 세금 고지에도 오류가 생기는 등 불필요한 행정 소요도 발생했습니다.” -미국 사법부-[국제부 문가용 기자(globoan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
"이비인후과학회, 회원 개인정보 유출... 이름, 연락처, 면허번호 등 18개 항목 ‘대부분 털렸다’",2024-05-17 11:51,"홈페이지 관리업체로부터 확인, 5월 7일 인지...‘해킹’이나 유출 시점 언급 없어관계당국 신고 및 긴급보안 실시...유출 회원 수는 공개 안해이름, 생년월일, 성별, 연락처, 면허번호, 전문의번호, 병원명 등 개인정보 대부분 노출[보안뉴스 김영명 기자] 대한이비인후과학회(이사장 이준호)에서 최근 개인정보 유출 사고가 발생한 것으로 알려졌다. 대한이비인후과학회는 홈페이지에 ‘개인정보 유출에 대한 안내 및 사과를 드립니다’라는 제목으로 이와 같은 사실과 함께 세부 내용을 밝혔다.▲대한이비인후과학회에서 최근 개인정보 유출 사고가 발생한 것으로 파악됐다며 홈페이지에 사과문을 게시했다[자료=학회 홈페이지]사과문에 따르면, 학회에서 이번에 회원 정보가 유출된 것을 확인한 것은 5월 7일 10시 무렵이다. 학회는 개인정보 유출 사실을 인지한 후 관계당국에 신고했으며 회원보호를 위한 긴급 보안점검을 실시하고 있다고 밝혔다. 유출된 개인정보 항목은 △이름 △아이디 △비밀번호 △생년월일 △성별 △이메일 △휴대전화번호 △의사면허번호 △전문의번호 △년차 △소속정보 △주소 △인턴수련병원 △수련년도 △수련병원 △경력 △병원명 △전공의번호 등 총 18개 항목이다. 거의 대부분의 개인정보와 소속정보 등이 노출된 것으로 보인다.학회 측은 “이번 사건을 인지한 직후 여러 보안 강화 조치들을 강구 중이며 추가적인 피해가 발생하지 않도록 노력하고 있다”며 “현재까지 파악된 바로는 유출된 개인정보가 다른 목적으로 이용되거나 추가적인 피해가 발생한 케이스는 없는 것으로 확인되지만, 혹시 모를 피해를 최소화하기 위해 출처가 확인되지 않는 전화와 문자, 이메일 등을 받을 경우 열람하지 말고 즉시 삭제 처리해줄 것을 당부한다”고 밝혔다.이어 “현재 대한이비인후과학회의 모든 서비스는 정상적으로 운영되고 있으며, 향후 이와 같은 일이 다시 발생하지 않도록 개인정보 보안을 위한 제반 시스템을 강화해 나가는데 최선의 노력을 기울이겠다”며 재차 사과의 뜻을 밝혔다.한편 대한이비인후과학회는 1947년 8월에 창립했으며, 그 이후 대한이과학회와 대한두경부외과학회, 대한비과학회 등 분과학회가 발족됐으며, 국제 분과학술대회도 개최하고 있다. 홈페이지의 전체 방문자 수는 342만여 명에 달하며, 22명의 이사진과 전국 10개의 지부로 운영되고 있다. [김영명 기자(boan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
"美 법무부, 북한 위협 그룹 활동 지원한 북한 인력 기소",2024-05-17 11:39,"미 법무부, 북한 IT 인력의 위장 취업과 사이버 활동 지원한 북한 인력 기소[보안뉴스 김경애 기자] 북한 IT 인력의 위장 취업과 사이버 활동을 지원한 북한 용의자가 기소됐다. 이들은 북한 IT 인력이 서방 기업에 취업하도록 지시하고 주요 조직에 침투할 수 있는 발판을 제공했다. 이러한 북한의 IT 인력 위장 취업에 국내 기업 역시 각별한 주의가 요구된다. [이미지=구글 클라우드 맨디언트]미국 현지 시간 16일, 미 법무부는 “전 세계 수사기관과 협력해 북한 IT 인력의 위장 취업과 사이버 활동을 지원한 용의자들을 사기 혐의 등으로 기소했다”며 “이들은 북한으로부터 돈을 지불받아 노트북을 구입한 후 원격 접속해 구직 활동을 했다”고 밝혔다.  이들은 지난달, 민간 연구 기관 스팀슨 센터(Stimson Center)가 밝힌 바 있는 글로벌 스트리밍 플랫폼의 애니메이션 제작 프로젝트에 참여한 위협 그룹과 동일한 것으로 알려졌다. 이번 미 정부의 북한 위협 그룹 활동을 지원한 용의자 기소와 관련해 구글 클라우드 맨디언트 수석 애널리스트 마이클 반하트(Michael Barnhart)는 “북한은 IT 인력이 서방 기업에 취업하도록 지시해 기술 인재를 무기화하고, 궁극적으로는 내부 위협을 만들어냈다”고 밝혔다. 이들은 자신들의 급여로 북한 핵 프로그램 자금을 지원해 제재를 우회했다. 동시에 보다 발전된 북한 위협 그룹이 주요 조직에 침투할 수 있는 발판을 제공했다. 이처럼 북한 IT 인력은 수많은 진입 지점(Entry Point)을 보유하고 있다. 자신의 진짜 신분을 숨기고 다른 국적으로 위장하고자 이 사실을 알지 못하는 조력자의 도움을 받고 있다. 마이클 반하트는 “이렇듯 계속 증가하는 이중 위협에 효과적으로 대처하기 위해서는 사법 당국과 정보기관이 오늘의 조치와 같이, 주요 단계에서 선제적으로 대응하고 활동을 중단시키는 것이 반드시 필요하다”고 말했다.국내 역시 북한의 IT 인력 위장 취업에 각별한 주의가 요구된다. 지니언스 시큐리티 센터장 문종현 이사는 “프리랜서로 신분을 위장한 북한 IT 인력들이 다양한 프로그램 개발, 아웃소싱 뿐만 아니라, 실제 사이버 공격에 투잡러로 은밀히 가담하고 있다”며 “원격이나 재택근무 개발자를 채용할 때나 단기 외주 개발 의뢰로 온라인 채용 플랫폼을 활용할 때 신분 확인 절차에 대해 각별한 주의가 필요하다”고 강조했다. 스텔스모어 최상명 이사는 “freelancer, upwork, toptal, guru 등과 같은 프리랜서 고용 사이트에서 수많은 북한 IT 인력들이 프리랜서 외주 활동들을 하고 있다”며 “그러한 활동을 통해 벌어들인 수익들은 북한 정부의 외화벌이 활동의 일환으로 취합되어 미사일과 핵무기 개발 등의 밑거름이 되고 있다”고 말했다.[김경애 기자(boan3@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
[보안 상장기업 주간 주가동향] 美 고용지표 ‘골디락스’ 인식... 빅테크 훈풍에 실적 장세,2024-05-16 20:59,"국내 코스피 2,749~2,710선, 코스닥 876~862선... 회복세 유지로 2,700선 안착美 연준, 비둘기파적 발언과 고용보고서 완화에 금리 인하 기대감↑중국 증시 회복에 중국 소비 수혜주 화장품·여행·항공·엔터주 등 강세보안 상장기업 씨유박스와 SGA솔루션즈,  계약 수주 등으로 주가 고공행진[보안뉴스 이소미 기자] 국내 시장 지수는 지난 주 이어 회복세를 그대로 이어가는 흐름이었다. 지난 3월 유가증권시장은 23개월만에 2700선을 돌파한 이후 시장 주요 지표에 따른 미국 연방준비제도(Fed : Federal Reserve System, 이하 연준)의 매파적 발언과 중동 리스크 발발 등으로 상승분을 반납해 왔다. 그러다 지난 주 미국 고용보고서 주요 지표 완화로 금리 인하 기대감이 상승했고, 중동 리스크 재부각에도 시장은 크게 흔들리지 않았다. 특히 시장은 고용지표에 대해 경제 성장 대비 물가 상승 안정이라는 이상적인 상황을 지칭하는 ‘골디락스(Goldilocks)’로 인식하며 투자 심리는 회복됐고, 코스피 시장은 2,700선에 안정적으로 안착하는 모습을 보였다. 여기에 1분기 실적 발표와 함께 실적 장세가 이루어지며 외국인의 연이은 매수세가 지수를 끌어올렸다. 그러다 옵션 만기일을 앞두고 다시금 팔자세로 돌아서며 국내 시장은 숨고르기 장세에 돌입했다. [이미지=gettyimagesbank] 또한 미국 반도체 업종 호실적 발표에 반도체 관련주가 상승세를 이어갔으며, 중국 증시 회복세로 중국 관련 소비 수혜주인 화장품·여행·항공·엔터주 등이 상승흐름을 이어갔다. 이에 증권가는 국내 시장이 미국 증시와 아울러 중국 증시에 대한 관망 및 동조화 현상이 일어날 것으로 예측했다.한 주간 보안기업 특징주(※보안기업 선정 기준은 보안뉴스 ‘보안관련 상장기업’)AI 영상인식 전문기업 ‘씨유박스(대표 남운성)’가 8일 복합 리조트 업체 ‘강원랜드’와 11억 7443만원 규모의 ‘카지노 스마트입장시스템 구축 사업’을 계약했다. 이번에 체결한 공급계약 금액은 최근 매출액 141억76만원 대비 8.33% 규모로 계약기간은 올해 5월 7일부터 11월 23일까지 200일간 공급하게 된다. 이번 계약체결로 강원랜드에 적용되는 시스템은 AI 영상인식을 포함한 최신 기술로 기존 대면 입·퇴장 방식을 원스톱 비대면으로 전환해 고객 동선 최적화와 운영 효율성 제고를 목표로 운영된다.이와 관련해 씨유박스 관계자는 “최근 국내외 호텔·리조트·카지노 등에 최신 AI 기술 도입이 확산되고 있다”며, “이번 수주를 계기로 아랍에미레이트 등 현재 적극 추진 중인 해외 시장 개척에 힘을 기울이겠다”고 전했다. 통합 IT 보안 전문기업 SGA솔루션즈(대표 최영철)가 제9회차 전환사채 발행을 위해 자기사채의 만기 전 소각 결정을 공시를 통해 밝혔다. 소각 대상이 되는 전환사채(CB)는 지난 2021년 7월 발행한 185억원에 해당하는 ‘제8회차 무기명식 이권부 무보증 사모 전환사채’로 당시 그룹통합사옥 구축과 연구개발 투자·마케팅 자금 등으로 활용됐다. 이번 자기사채 소각 결정은 기존 전환사채 금리보다 이율이 낮은 제9회차 전환사채를 차환용(refunding)으로 발행하게 된 것이라고 SGA솔루션즈 관계자는 설명했다.한편 SGA솔루션즈는 115억 규모 클라우드 보안 국책 과제를 수주했다는 소식이 전해지며 시간외 상한가를 기록하는 등 주가 고공 행진을 기록하기도 했다.보안기업 공시 주요 일정첨단 ICT 서비스 IT 기업 롯데이노베이트(옛 롯데정보통신, 대표 고두영)가 지난달 25일 주주가치 제고를 목적으로 주식매수청구권 행사를 통한 자기주식 소각을 진행하는 감자(자본금 감소)를 결정한 바 있다. 소각에 해당되는 주식은 2019년 ‘현대정보기술’ 흡수합병 과정에서 발생한 보통주 266,964주(주당 액면가 5,000원)로 자본 감소 절차를 거쳐 전량 소각하기로 했다. 따라서 기존 자본금 769억 8,165만원(15,396,331주)에서 감자 후 756억 4,683만원(15,129,367주)으로 변경된다. 롯데이노베이트는 감자 결정 후 신주상장예정일을 5월 13일에서 5월 20일로 변경했다고 공시를 통해 밝혔다. [이소미 기자(boan4@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
"수원중부서, 금융감독원 등 사칭 보이스피싱 사범 총 26명 검거",2024-05-16 20:21,"‘통장이 범죄에 연루됐다’, ‘대환대출 해주겠다’는 말로 피해자 속여 금원 편취올해 3월부터 현재까지, 최근 3명 구속...총 4억 5,790만원 회수 및 피해 예방KB국민은행 전국 800개 지점, 이마트 전국 104개 지점 내 신종 보이스피싱 예방 영상 송출도[보안뉴스 김영명 기자] 수원중부경찰서(총경 박영대)는 금융감독원 등을 사칭해 금품을 편취한 보이스피싱 사범을 올해 들어 지금까지 6명을 검거했으며 그 가운데 최근 3명을 구속했다고 밝혔다.[이미지=gettyimagesbank]이번에 검거된 피의자들은 ‘통장이 범죄에 연루됐다’, ‘대환대출을 해주겠다’는 말로 피해자들을 속여 금원을 편취했다. 경찰은 이들 보이스피싱 사범들을 검거하는 과정에서 2억 7,500만원을 회수했고 9,400만원을 지급정지하는 등 총 3억 6,900만원 상당의 피해를 예방했다.수원중부서는 올해 피싱범죄수사팀을 신설했으며, 3월부터 현재까지 보이스피싱 사범 총 26명을 검거했다. 검거된 26명 가운데 6명을 구속했으며, 총 4억 5,790만원 상당을 회수 및 피해를 예방했다.수원중부서에서는 보이스피싱 범죄 피해를 예방하기 위해 전국 KB국민은행 800개 지점, 이마트 104개 지점 내 신종 보이스피싱 예방 영상을 송출했다. 수원중부서 관계자는 “앞으로도 피싱사기에 대한 지속적인 예방 홍보 및 신속하고 면밀한 수사를 통해 피해구제와 보이스피싱 사범 검거에 최선을 다하겠다”고 밝혔다.한편 수원중부서는 보이스피싱 범행 수법으로 5가지를 소개하며 더 이상의 피해자가 나오지 않도록 주의할 것을 당부했다. 보이스피싱 범행수법은 △불특정 다수에게 ‘카드가 발급(또는 결제)됐다’는 문자를 발송, 이를 확인하기 위해 전화를 걸면 상대방이 금융감독원 및 검사를 사칭, 통장이 범죄에 연루됐다고 속이는 수법 △대출이 필요한 불특정 다수에게 전화를 걸어 신용등급을 올리기 위해서는 현금이 필요하고 사용된 현금은 대출금이 나올 때 환급해 주겠다는 수법 △불특정 다수에게 기존의 대출금을 저금리 상품으로 변경해 주겠다고 하고, 대환대출이 불가능한 상품을 무단으로 전환했으니 계약 위반(금융거래법 위반)이라고 속이는 수법 △기존 대출금을 상환하면 추가 대출을 실행시켜 주겠다는 수법 △불특정 다수에게 자녀를 사칭, 부모에게 문자 메시지로 휴대전화가 고장 났다 보험금을 신청해야 한다며 신분증 보내게 한 뒤 원격조정 애플리케이션 링크를 설치해 소액 결제하는 수법 등이 있다. [김영명 기자(boan@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
[속보] 내 가족 목소리까지 흉내낸 AI 신종 피싱 주의!,2024-05-16 17:14,"가족 목소리 AI로 학습시켜 돈 뜯어내는 AI 피싱 기승...개인 SNS관리 주의해야AI 등 신기술 악용한 범죄 예방을 위한 기술 연구 및 대응 방안 마련 중요[보안뉴스 김경애 기자] 최근 AI피싱이 기승을 부리고 있어 이용자들의 각별한 주의가 요구된다. 특히 내 가족이나 친구, 지인 등의 목소리를 흉내 내어 돈을 갈취하는 범죄가 발생하고 있어 SNS를 통해 음성 영상물을 업로드하지 않도록 하는 등 주의가 필요하다.[자료=경찰청] 16일 경찰청에 따르면 최근 딥페이크, 딥보이스를 활용한 AI보이스피싱이 성행하고 있다며 인공지능 기술을 통해 자녀의 얼굴과 목소리를 조작해 가족들에게 돈을 요구하는 신종 AI피싱이 발생하고 있다며 주의를 당부했다.이에 따라 개인정보를 최소화하는 등 개인 SNS 관리에도 주의가 필요하다. 이와 관련 경찰청은 “AI를 이용한 딥보이스는 억양과 호흡, 침묵까지 표현할 수 있어 실제 음성과 구분이 점점 어려워지고 있는 만큼 SNS에 음성이 포함된 게시물을 올릴 땐 각별히 주의할 것”을 당부했다. 또한 경찰청은 “의심스러운 요청은 반드시 사실 여부를 확인해야 한다”며 “일단 전화를 끊고 당사자 또는 주변 지인들에게 확인하는 게 바람직하다”고 강조했다. 스틸리언 신동휘 CTO는 “최근 AI 기술을 활용한 다양한 범죄가 발생하고 있다”며 “이는 신뢰할 수 없는 사회 분위기로 확산시킬 수 있는 만큼 누군가가 유선으로 “~~~하다. 무언가를 해달라” 요청한다면 반드시 직접 당사자에게 전화해 확인해야 한다”며 당부했다. 이어 신 CTO는 “범죄예방 관련 신기술에 대한 다양한 연구개발이 요구되며 전화번호 변작에 대한 대응방안 마련이 필요하다”고 제시했다.과학기술정보통신부 심주섭 과장은 “정부는 딥보이스 활용 등 신종 보이스피싱 수법의 심각성을 인지하고 이에 대응하고 있다”며 “제도적 안전장치 마련, 탐색 및 방지 기술개발 등을 추진할 계획”이라고 밝혔다. 시큐리온 유동훈 대표는 “유명인 사칭 사건의 경우 신뢰할만한 플랫폼을 통해 이뤄지기 때문에 플랫폼 차원에서 대응 노력이 필요하다”며 “피해자의 기기가 악성코드에 감염된 상태에서 이뤄지는 타깃형 공격이라면 백신을 통한 치료 후 사실 여부를 확인하거나 타인의 기기를 통해 당사자 또는 주변 지인에게 사실을 확인해야 한다”고 말했다. [김경애 기자(boan3@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
"[속보] 보건복지부, SNS X 관리자 계정 해킹... 현재 무방비 방치",2024-05-16 16:38,"보건복지부 공식 SNS X 관리자 계정 해킹...현재 SNS 복구하지 못하고 무방비 방치보건복지부 홈페이지엔 공지 안내 없어...별도의 정책 통한 체계적인 관리 필요[보안뉴스 김경애 기자] 보건복지부 공식 SNS X가 해킹돼 이용자들의 주의가 요구된다. 현재 보건복지부 X 웹페이지는 계정 해킹으로 무방비로 방치된 채 복구되지 못하고 있는 상황이다. ▲보건복지부 공식 블로그에 올라온 X 계정 해킹 공지[이미지=보안뉴스]보건복지부는 15일 낮 12시 40분경 공식 블로그를 통해 “X 계정이 해킹돼 로그인이 불가능한 상황”이라며 “즉시 신고 조치한 상황이며, 추가적인 상황을 추적할 예정”이라고 밝혔다. 이어 보건복지부는 “X 사칭 메시지 및 해킹된 채널로 업로드된 게시글로 인한 피해 발생에 주의할 것”을 당부했다. 하지만 계정관리를 어떻게 하고 있었는지, 어떻게 해킹된 건지 등 사건 경위에 대해서는 입장을 밝히지 않았다. 이와 관련 보건복지부 관계자는 “해킹 이슈에 대해 알아본 뒤 답변을 주겠다”며 말을 아꼈다. 플레인비트 김진국 대표는 “SNS 공식 계정의 경우, 홍보를 위해 여러 명이 계정을 공유하거나 개인 계정처럼 일반 환경에서 사용하는 경우 계정 탈취 공격에 취약할 수 밖에 없다”며 “공식 계정의 경우, 별도의 관리 정책을 두고 체계적으로 관리되어야 한다”고 강조했다. 리니어리티 한승연 대표는 “트럼프 미국 전대통령의 트위터 해킹사고 등과 같이 공신력이 있는 SNS 계정은 예전부터 공격의 대상이 되어 왔다”며 “이러한 SNS 계정이 해킹될 경우 가짜 정보의 게재로 인한 사회적 혼란 등 심각한  피해가 발생할 수 있어 복잡한 비밀번호의 사용, 타 업무와 분리된 SNS 전용 단말기 지정과 같은 강력한 보호조치가 필요하다”고 당부했다.순천향대학교 염흥열 교수는 “공공기관의 SNS 계정은 해킹됐을 경우 사회적으로 피해가 확산될 수 있으며, 2차, 3차 피해로 이어질 수 있다”며 “강력한 비밀번호에 기반한 안전한 계정 보안이 먼저이고, 해킹을 조속히 탐지해 추가 피해 확산을 막는 철저한 보안관리가 필요하다”고 말했다.스틸리언 신동휘 CTO는 “처음 X 계정 개설시 계정 초기화를 할 수 있도록 하고 있어 충분히 복구할 수 있음에도 불구하고 공공기관에서 이를 복구하지 못한다는 점이 의아하다”며 “단순히 계정에만 문제가 있는 것인지, 허술한 계정관리로 복구할 수 있는데 못하는 건지, 복구할 수 없는 만큼 상황이 심각한 상황인지, 어떤 정보가 유출된 것인지, 명확히 체크해야 한다”며 허술한 계정관리에 대해 지적했다. [김경애 기자(boan3@boannews.com)]<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>"
